Wavelength,Toluene,EtOH,DMF,ACN,MeOH,Hexanes,Acetone
599,0.021703635,0.023738227,0.022433516,0.022282749,0.021194027,0.025790526,0.022808069
598,0.0216912,0.023660287,0.022320136,0.022212644,0.021160841,0.025731909,0.022651064
597,0.021319266,0.02338721,0.022138681,0.021797229,0.020789579,0.025423108,0.022447472
596,0.021275223,0.023364482,0.022009911,0.021856515,0.020773096,0.025470648,0.022536128
595,0.02124551,0.023335391,0.022264466,0.021901896,0.020630315,0.025433758,0.022547879
594,0.02116451,0.023132407,0.02206288,0.021710711,0.020653498,0.025494338,0.02232376
593,0.021217974,0.023249221,0.02206977,0.021805694,0.020633192,0.025393275,0.02261673
592,0.021390506,0.023296715,0.02212912,0.021858039,0.020731796,0.025455798,0.022543108
591,0.021394584,0.023350305,0.02206435,0.021885643,0.020802179,0.025373213,0.022536837
590,0.02133112,0.023316872,0.021991584,0.021949379,0.020677007,0.025573047,0.022614166
589,0.02114467,0.023147259,0.022076688,0.021782532,0.020794412,0.025361495,0.02252664
588,0.021193185,0.023284916,0.021981346,0.021829947,0.020760007,0.025177641,0.022447854
587,0.021483243,0.023289914,0.022294548,0.02203314,0.020913098,0.025416302,0.02273957
586,0.021435213,0.023333042,0.022452733,0.022050651,0.021016656,0.025477044,0.022774759
585,0.021454277,0.023399313,0.022363031,0.022023037,0.020949715,0.025554899,0.022781115
584,0.021346945,0.023487234,0.02230741,0.021830736,0.020842018,0.025505566,0.022663118
583,0.021295368,0.023503902,0.022443874,0.021944941,0.02103092,0.025380211,0.02256233
582,0.021514686,0.023511881,0.022581417,0.021893947,0.021028719,0.025563383,0.022661372
581,0.021581985,0.023550986,0.022695383,0.022111361,0.020991552,0.025769842,0.022675118
580,0.021421914,0.023599825,0.022804441,0.022133806,0.021193429,0.02565762,0.022678009
579,0.021547573,0.02360756,0.023046359,0.022122202,0.021122467,0.025701258,0.0226389
578,0.021585522,0.023702823,0.023073411,0.022127186,0.021371335,0.025876322,0.0226704
577,0.021654166,0.023779649,0.023241001,0.022095454,0.021296347,0.025799893,0.022669445
576,0.021748402,0.023527922,0.023428709,0.022286237,0.021296292,0.025895858,0.022585861
575,0.021573035,0.023437588,0.023369591,0.022155652,0.02109415,0.025756272,0.022480184
574,0.021662955,0.023613874,0.02351281,0.022073665,0.021203948,0.02586514,0.02244153
573,0.021646303,0.023778063,0.023559732,0.022189187,0.021194761,0.025660036,0.022291796
572,0.021453244,0.02367062,0.023564296,0.022007269,0.021105373,0.025684972,0.022042672
571,0.0214756,0.023454937,0.023620543,0.021977915,0.021074802,0.025562037,0.022008822
570,0.021542839,0.023625572,0.024398695,0.02197737,0.020940887,0.025649134,0.021270819
569,0.021701921,0.023650528,0.024497035,0.021975138,0.021113091,0.02569571,0.021215718
568,0.021831825,0.023758432,0.024693753,0.022305639,0.021473751,0.025809233,0.02138765
567,0.021448349,0.023763545,0.024454503,0.022032922,0.021071922,0.02574383,0.021027578
566,0.021388765,0.02347308,0.024294575,0.021827252,0.021092465,0.025550644,0.020705704
565,0.021287756,0.023541258,0.024214044,0.021830764,0.020985032,0.02543255,0.020791235
564,0.021544091,0.023747987,0.024327043,0.021962422,0.021163559,0.025762123,0.020992394
563,0.021465918,0.023794715,0.024404062,0.022019578,0.021165543,0.025755201,0.021111624
562,0.021504649,0.023691614,0.024328466,0.02190108,0.020988998,0.025600257,0.021081052
561,0.021475464,0.023725404,0.024106191,0.021920981,0.021110944,0.02568467,0.02086323
560,0.021577932,0.023709931,0.023979927,0.02185921,0.021115374,0.025633674,0.021033936
559,0.021567322,0.023825041,0.023982991,0.02205411,0.02101652,0.025680716,0.021128744
558,0.021573715,0.023711981,0.023860181,0.021975982,0.021059015,0.025753223,0.021018449
557,0.021551436,0.023786786,0.023753893,0.02200825,0.021027415,0.025687169,0.021035485
556,0.021582394,0.023927244,0.023592637,0.022098287,0.021378922,0.02553203,0.021030214
555,0.021621189,0.023927982,0.023448407,0.022203272,0.021102873,0.025885527,0.021046543
554,0.021705268,0.023912173,0.023426223,0.022179652,0.021243879,0.025803492,0.020999567
553,0.021553068,0.023624944,0.023061481,0.022010701,0.020977968,0.025606188,0.020892428
552,0.021256465,0.023684971,0.022990022,0.02179497,0.020905601,0.025583233,0.02082882
551,0.02150843,0.024069663,0.022975993,0.021984995,0.02113244,0.025867393,0.02098313
550,0.021678111,0.023871887,0.023117008,0.022248253,0.021297298,0.025996543,0.021052249
549,0.021735829,0.023974319,0.022909132,0.022199675,0.021340147,0.025939273,0.021280171
548,0.021797746,0.024015874,0.022947883,0.022365621,0.021397413,0.026080044,0.021052005
547,0.021459418,0.023855259,0.022757137,0.021974838,0.021058445,0.025839177,0.021148339
546,0.021512619,0.023804368,0.022594451,0.021840454,0.021074884,0.02569074,0.020779395
545,0.021669757,0.023992593,0.022841054,0.022244493,0.02127699,0.025931826,0.021201094
544,0.021732808,0.024074779,0.022877261,0.022135712,0.021337428,0.026080429,0.021235751
543,0.021940612,0.024330547,0.022917264,0.022479066,0.021619448,0.026324096,0.021343954
542,0.021596921,0.023934219,0.022752009,0.022318501,0.021250159,0.02602628,0.021038392
541,0.021106243,0.023385216,0.022215096,0.021620564,0.020707985,0.025446905,0.020527229
540,0.021252415,0.023661325,0.022171289,0.021771427,0.020928527,0.025539689,0.02058208
539,0.02160726,0.023933562,0.022650791,0.02224512,0.021309859,0.025993465,0.021042712
538,0.021778966,0.024191546,0.022669718,0.022280923,0.021491784,0.026062589,0.021275468
537,0.021492328,0.023780907,0.022560421,0.022130646,0.021128282,0.02582632,0.020935997
536,0.021281612,0.023675075,0.022393121,0.021927216,0.021091976,0.025606929,0.02069593
535,0.021838276,0.024219217,0.022933529,0.022486727,0.021481666,0.026111464,0.021191336
534,0.02147454,0.023953694,0.022538418,0.022179488,0.021306515,0.025807969,0.020923638
533,0.021194109,0.02366887,0.02224888,0.02182796,0.021067955,0.025554625,0.020518762
532,0.021359398,0.023939525,0.022502675,0.022001333,0.021252578,0.02582959,0.020806795
531,0.021797637,0.024334845,0.022915682,0.022458376,0.021719256,0.026011246,0.021122168
530,0.022005254,0.024485203,0.023072974,0.022610103,0.021940639,0.026300362,0.021393034
529,0.021481774,0.0239558,0.022574136,0.022187634,0.021368262,0.025828271,0.020853126
528,0.021139017,0.023659057,0.022197605,0.021753981,0.020883166,0.025423383,0.020407889
527,0.021391294,0.023951314,0.022400234,0.022068681,0.021282155,0.025653061,0.020711216
526,0.021420935,0.023927627,0.022499622,0.022083388,0.021239095,0.025797805,0.020733588
525,0.021238116,0.023586816,0.022274438,0.021960107,0.02094287,0.02551748,0.020511462
524,0.021227923,0.023871422,0.022357989,0.021841325,0.021022851,0.025688597,0.020375088
523,0.021491838,0.023878013,0.022500985,0.022029191,0.021150948,0.025855936,0.020547991
522,0.021458167,0.023916467,0.022386988,0.022124217,0.021389472,0.025726334,0.020634387
521,0.02171833,0.023948716,0.02260953,0.022059911,0.021503235,0.025804728,0.020624804
520,0.021606715,0.024184649,0.022718103,0.022292913,0.021446581,0.02585731,0.020823198
519,0.021364265,0.023932605,0.022402606,0.022009938,0.021252034,0.025702961,0.020621981
518,0.021059368,0.023706131,0.022209728,0.021820583,0.020913017,0.025521762,0.020382196
517,0.021109449,0.023576676,0.02215952,0.021842142,0.021036735,0.025365776,0.020375034
516,0.021235289,0.023869179,0.022310217,0.021973667,0.021035947,0.025376397,0.020396467
515,0.021317744,0.023833545,0.022419723,0.021963238,0.021115292,0.025605062,0.020581538
514,0.02133732,0.023948825,0.022365702,0.022077478,0.021271064,0.025669236,0.020656239
513,0.021414844,0.023989967,0.022405141,0.022090987,0.021347189,0.025656329,0.020610391
512,0.021443453,0.023923059,0.022334825,0.02198829,0.021308581,0.025661162,0.020675514
511,0.021424008,0.02391272,0.02237208,0.022092976,0.021379656,0.025672532,0.020768289
510,0.02144242,0.024035052,0.022306429,0.022101147,0.02131845,0.025752674,0.020709451
509,0.021293411,0.023766115,0.022264983,0.021973803,0.02126704,0.025565662,0.020678772
508,0.021223166,0.023784161,0.022202046,0.021859591,0.021211124,0.025452669,0.020653308
507,0.021310756,0.023752198,0.022232042,0.021837705,0.021109857,0.025642654,0.020723623
506,0.02139007,0.023969696,0.022460938,0.022152519,0.021266198,0.025702274,0.021046
505,0.021406713,0.024098858,0.02240078,0.022003593,0.021376637,0.025768331,0.021201475
504,0.021412179,0.024076147,0.022284956,0.02211738,0.021309315,0.025702933,0.021238442
503,0.021406087,0.024062111,0.022363222,0.022181722,0.021311246,0.025653803,0.021335063
502,0.021480496,0.024186291,0.022568819,0.022112069,0.021337347,0.025749955,0.021582203
501,0.021526627,0.024298736,0.022458975,0.022351558,0.021554047,0.025898138,0.021778367
500,0.021781443,0.024458556,0.02243586,0.022472088,0.021677376,0.025910338,0.021888556
499,0.021628127,0.024368439,0.02255126,0.022406231,0.021576055,0.025863904,0.022021485
498,0.021738659,0.024379775,0.022616375,0.02239492,0.021709785,0.025984835,0.022189023
497,0.021564357,0.024343278,0.022520451,0.022329647,0.021626985,0.025981208,0.022316403
496,0.021758173,0.024397107,0.022569337,0.022500821,0.021649976,0.025899979,0.022464646
495,0.022026468,0.024829434,0.023065713,0.022622702,0.021954607,0.026319201,0.022983663
494,0.022519415,0.025280959,0.023328453,0.023134345,0.022393202,0.026704004,0.023460347
493,0.022689328,0.025627111,0.023625572,0.023392947,0.022742325,0.02686496,0.023982143
492,0.022425147,0.025236677,0.023443599,0.023188161,0.022443002,0.026682588,0.023922922
491,0.022315503,0.025184307,0.023413027,0.023027879,0.022364612,0.026481115,0.023898634
490,0.023230842,0.026150859,0.024349931,0.024011798,0.023305427,0.027451167,0.025018598
489,0.023622074,0.026545446,0.024908571,0.0245104,0.023971885,0.028117891,0.025730701
488,0.023738473,0.026847612,0.024878444,0.024709563,0.023953284,0.027899686,0.025832611
487,0.024213688,0.027240628,0.025232644,0.024983994,0.024347248,0.028240888,0.026387249
486,0.02547235,0.028561348,0.026660623,0.026482381,0.025754432,0.029550389,0.027791466
485,0.026424056,0.029534761,0.027756033,0.027532466,0.02690021,0.030279571,0.028785363
484,0.026508712,0.029946498,0.027948491,0.027732082,0.027064021,0.030479482,0.029125934
483,0.0274025,0.030914796,0.028874741,0.02883532,0.02827882,0.031185306,0.030220678
482,0.029522293,0.032990089,0.030886862,0.030855234,0.030226145,0.033070504,0.032293848
481,0.031681302,0.035204906,0.033109977,0.033108077,0.0323767,0.035019673,0.034383799
480,0.034377747,0.038079457,0.035973629,0.036029595,0.035134536,0.037525808,0.037158173
479,0.037581748,0.041436013,0.039283594,0.039361725,0.038490892,0.040396011,0.040325448
478,0.041007781,0.045136482,0.042890308,0.043027566,0.042042948,0.04367503,0.043896268
477,0.045050471,0.049519912,0.046891262,0.047451645,0.046270433,0.047400569,0.047882379
476,0.050171905,0.055037264,0.052297404,0.052687117,0.051439842,0.052138972,0.052986014
475,0.056756682,0.061582026,0.058709151,0.059525058,0.05791122,0.05795417,0.059304053
474,0.063905778,0.069293759,0.065965238,0.067178151,0.065379172,0.06469501,0.066297783
473,0.072729543,0.078583857,0.074654211,0.076315094,0.074186461,0.072819593,0.075005785
472,0.082836327,0.089143759,0.084831431,0.086797269,0.084561157,0.082273988,0.084896327
471,0.094234794,0.100874884,0.096091681,0.098266801,0.095723237,0.09283336,0.095616697
470,0.107168057,0.114686,0.108993222,0.111848066,0.108941922,0.105185369,0.108389551
469,0.123230692,0.131395518,0.124893801,0.128359074,0.124891282,0.11999003,0.123937346
468,0.141071425,0.150043161,0.14248449,0.146570274,0.142985713,0.136854856,0.141171663
467,0.16059929,0.170730045,0.161892332,0.166372424,0.16237652,0.155039037,0.160282274
466,0.182556903,0.193635799,0.183524544,0.188896869,0.184268438,0.175936036,0.181460407
465,0.206398614,0.218763068,0.206897776,0.213070001,0.208270741,0.198734768,0.204650078
464,0.233212241,0.247090017,0.233251082,0.239938111,0.234863963,0.224309942,0.230837343
463,0.264733296,0.280015839,0.263967893,0.271811463,0.266043082,0.254485328,0.261163581
462,0.301115195,0.318679854,0.299878924,0.308285978,0.302379896,0.28955123,0.29696546
461,0.335296496,0.354549091,0.333500805,0.342780627,0.3364947,0.322462652,0.330349605
460,0.366492379,0.38751637,0.363947184,0.374147142,0.367236297,0.352885324,0.36073637
459,0.403467416,0.427016306,0.40054279,0.410940551,0.404080027,0.389451746,0.397045819
458,0.448257458,0.47403882,0.44442203,0.455781592,0.448443919,0.433166608,0.440919117
457,0.493554028,0.522276822,0.489426267,0.501025715,0.493519107,0.47820386,0.485584043
456,0.540499686,0.572361659,0.535746746,0.547971523,0.54021488,0.524848321,0.532163249
455,0.587066686,0.621933883,0.582052324,0.594240712,0.586122977,0.57139969,0.57792024
454,0.633307186,0.671497365,0.627664614,0.640135831,0.632084095,0.618067316,0.624217251
453,0.677532285,0.718809449,0.67193035,0.684278483,0.675978547,0.662897961,0.668495364
452,0.723281237,0.768042793,0.718395248,0.730324036,0.722214699,0.710351842,0.714625834
451,0.772489533,0.820999287,0.767600537,0.779173447,0.770841234,0.760896609,0.764313542
450,0.816984964,0.869273021,0.813317223,0.824027859,0.815654665,0.807612233,0.809731473
449,0.85803826,0.913836714,0.855481582,0.865079795,0.857146789,0.85093232,0.851834669
448,0.897198055,0.956489516,0.895881518,0.904394552,0.89644939,0.892805885,0.892392852
447,0.932204018,0.995004977,0.932099591,0.939563594,0.932008691,0.930163348,0.928834091
446,0.964854101,1.030600171,0.965861123,0.972484293,0.964875886,0.96555736,0.962838836
445,0.996500595,1.065968447,1.000200786,1.004861141,0.997575756,1.001154877,0.996951771
444,1.023902491,1.096521058,1.030004167,1.032976062,1.026031028,1.031891331,1.02707396
443,1.047275206,1.122200566,1.055177379,1.05719274,1.050248968,1.058006895,1.05211857
442,1.065578785,1.143650728,1.076369702,1.07689314,1.069499091,1.080209981,1.072981228
441,1.080336065,1.160724714,1.09358194,1.09240196,1.085017002,1.098552556,1.089839582
440,1.091308061,1.174517152,1.106947793,1.104142921,1.097574263,1.112517499,1.103505524
439,1.098859926,1.185022239,1.118054705,1.113365121,1.106504622,1.123434118,1.114265882
438,1.103650058,1.190394559,1.125001282,1.119050201,1.111853843,1.131562195,1.120837317
437,1.104251755,1.193632272,1.128621251,1.121464989,1.114663744,1.135345133,1.123712981
436,1.102287989,1.193070314,1.128570042,1.120265776,1.113740716,1.136095545,1.124509052
435,1.097414526,1.188895519,1.126172902,1.116880444,1.109949458,1.1329838,1.12195892
434,1.089792032,1.182398814,1.120802145,1.110371836,1.102846057,1.12728735,1.116401643
433,1.080323723,1.173667852,1.113684673,1.102036379,1.095072412,1.119994449,1.108858365
432,1.069750924,1.163105765,1.104014791,1.091495526,1.084628435,1.109887193,1.09922143
431,1.056458038,1.149697918,1.092941568,1.079417572,1.072049762,1.098048068,1.087290296
430,1.041584491,1.134925049,1.079198279,1.064767077,1.057869827,1.084932556,1.073889456
429,1.025530609,1.118851438,1.064259731,1.049753104,1.042508742,1.069146428,1.058714478
428,1.007907192,1.100123654,1.047727579,1.032031238,1.024693952,1.052277045,1.041650622
427,0.990054551,1.081829661,1.030716463,1.014898905,1.007374849,1.035028799,1.024476104
426,0.972180871,1.063339614,1.013431085,0.997434521,0.989846983,1.017608653,1.007284155
425,0.954346891,1.04460926,0.99604697,0.979348428,0.972040132,0.999902835,0.989782378
424,0.935408458,1.02441483,0.977096598,0.960384933,0.952911182,0.98088221,0.970913616
423,0.914185226,1.001881638,0.955896387,0.93910746,0.931735414,0.959663454,0.94972937
422,0.89417068,0.980606842,0.935843024,0.918747119,0.911585718,0.939607601,0.929671675
421,0.875070026,0.960301944,0.916722596,0.899449105,0.89236103,0.920360204,0.910436395
420,0.854776277,0.938347672,0.896152648,0.878702504,0.871671775,0.899662988,0.889802692
419,0.833834091,0.915987479,0.874924778,0.857298649,0.850726449,0.878683074,0.868790139
418,0.812359996,0.89330576,0.853392043,0.835581731,0.828992294,0.856895218,0.847010188
417,0.789199621,0.868181988,0.829663295,0.812046286,0.805419262,0.83332386,0.823704618
416,0.767395676,0.844931709,0.80747903,0.78957677,0.783255752,0.811096711,0.801170122
415,0.746156178,0.821662206,0.785518853,0.76795646,0.761623695,0.789442449,0.779655316
414,0.72364207,0.797234761,0.762735273,0.745099172,0.738909881,0.76687428,0.756743277
413,0.700604013,0.772755099,0.739249432,0.721659891,0.715568907,0.743356179,0.733150001
412,0.677277651,0.747240315,0.715437178,0.697885889,0.691954914,0.719373139,0.709403909
411,0.654484573,0.722573895,0.692113629,0.674598417,0.66889037,0.696119298,0.686240137
410,0.632742699,0.699233565,0.669868127,0.652552445,0.6469126,0.673807426,0.66394137
409,0.610408028,0.674762572,0.647047695,0.629922055,0.624254491,0.650715324,0.640832127
408,0.587966489,0.650569243,0.623940217,0.606985023,0.601464815,0.62764792,0.617832561
407,0.565183608,0.625713034,0.600330632,0.583798375,0.578279114,0.604025033,0.594441304
406,0.542174343,0.600774896,0.576717325,0.56051662,0.555022593,0.58028367,0.570644188
405,0.521553019,0.578118478,0.555274002,0.539313275,0.534023956,0.55870628,0.549223433
404,0.501570431,0.556330251,0.534489694,0.518865289,0.513724755,0.537927764,0.528517591
403,0.480710196,0.533502564,0.512885219,0.497772011,0.492528492,0.516250257,0.506905068
402,0.460300261,0.511092576,0.491600666,0.47662087,0.471787732,0.494810436,0.485706125
401,0.440141435,0.488990688,0.470560458,0.45612419,0.451247002,0.473820542,0.464652684
400,0.420036198,0.467018146,0.449491999,0.435661603,0.430687051,0.452583244,0.44372531
399,0.401940213,0.447021561,0.430419201,0.416725753,0.412089959,0.433568556,0.424707055
